"","Div","Date","HomeAway","Equipo","FTR","FTHG","FTAG","PSCH","PSCD","PSCA","Ret","Fee","PSCH_adj","PSCD_adj","PSCA_adj","PH","PD","PA"
"20","SP2",2023-08-12,"AwayTeam","Villarreal B","H",2,0,1.95,3.24,4.82,0.971882120904582,0.0281178790954176,2.00641616720455,3.33373763166294,4.95944919278253,0.498401087643376,0.299963617563143,0.201635294793482
"21","SP1",2023-08-13,"HomeTeam","Celta","A",0,2,2.16,3.22,4.02,0.978207313489231,0.0217926865107687,2.20812088625197,3.29173576561636,4.10955831608005,0.452873756245014,0.303791091145724,0.243335152609262
"22","SP1",2023-08-13,"AwayTeam","Osasuna","A",0,2,2.16,3.22,4.02,0.978207313489231,0.0217926865107687,2.20812088625197,3.29173576561636,4.10955831608005,0.452873756245014,0.303791091145724,0.243335152609262
"23","SP1",2023-08-13,"HomeTeam","Getafe","D",0,0,7.46,4.04,1.55,0.973961812548735,0.0260381874512648,7.6594378792718,4.14800657268875,1.59143816526425,0.13055788371967,0.241079656571469,0.628362459708861
"24","SP1",2023-08-13,"AwayTeam","Barcelona","D",0,0,7.46,4.04,1.55,0.973961812548735,0.0260381874512648,7.6594378792718,4.14800657268875,1.59143816526425,0.13055788371967,0.241079656571469,0.628362459708861
"25","SP1",2023-08-13,"HomeTeam","Villarreal","A",1,2,1.75,4.1,4.79,0.976467830608157,0.023532169391843,1.7921737359336,4.19880703847301,4.90543554006969,0.557981617490375,0.238162885514185,0.20385549699544
"26","SP1",2023-08-13,"AwayTeam","Betis","A",1,2,1.75,4.1,4.79,0.976467830608157,0.023532169391843,1.7921737359336,4.19880703847301,4.90543554006969,0.557981617490375,0.238162885514185,0.20385549699544
"27","SP2",2023-08-13,"HomeTeam","Albacete","D",1,1,2.37,3.24,3.36,0.972571583661284,0.0274284163387163,2.43683862433862,3.33137432188065,3.45475855602438,0.410367756819107,0.300176414710273,0.28945582847062
"28","SP2",2023-08-13,"AwayTeam","Espanol","D",1,1,2.37,3.24,3.36,0.972571583661284,0.0274284163387163,2.43683862433862,3.33137432188065,3.45475855602438,0.410367756819107,0.300176414710273,0.28945582847062
"29","SP2",2023-08-13,"HomeTeam","Burgos","D",1,1,2.25,2.95,4.08,0.972265603963595,0.0277343960364047,2.31418245264207,3.03415032679739,4.19638418079096,0.432118046206042,0.329581560665625,0.238300393128332
"30","SP2",2023-08-13,"AwayTeam","Huesca","D",1,1,2.25,2.95,4.08,0.972265603963595,0.0277343960364047,2.31418245264207,3.03415032679739,4.19638418079096,0.432118046206042,0.329581560665625,0.238300393128332
"31","SP2",2023-08-13,"HomeTeam","Cartagena","A",0,1,2.22,3.15,3.83,0.971810334505318,0.0281896654946825,2.28439636951386,3.24137322701291,3.94109824109824,0.437752402930323,0.308511217303275,0.253736379766401
"32","SP2",2023-08-13,"AwayTeam","Eldense","A",0,1,2.22,3.15,3.83,0.971810334505318,0.0281896654946825,2.28439636951386,3.24137322701291,3.94109824109824,0.437752402930323,0.308511217303275,0.253736379766401
"33","SP2",2023-08-13,"HomeTeam","Leganes","A",0,1,2.51,2.92,3.49,0.973325925897739,0.0266740741022606,2.57878674883228,3.00002283131086,3.58564372646401,0.387779253345713,0.333330796540322,0.278889950113965
"34","SP2",2023-08-13,"AwayTeam","Andorra","A",0,1,2.51,2.92,3.49,0.973325925897739,0.0266740741022606,2.57878674883228,3.00002283131086,3.58564372646401,0.387779253345713,0.333330796540322,0.278889950113965
"35","SP1",2023-08-14,"HomeTeam","Ath Madrid","H",3,1,1.31,5.9,10.5,0.972679003763454,0.0273209962365463,1.34679580306699,6.06572155579789,10.7949281925217,0.74250305630798,0.164860848095501,0.0926360955965194
"36","SP1",2023-08-14,"AwayTeam","Granada","H",3,1,1.31,5.9,10.5,0.972679003763454,0.0273209962365463,1.34679580306699,6.06572155579789,10.7949281925217,0.74250305630798,0.164860848095501,0.0926360955965194
"37","SP1",2023-08-14,"HomeTeam","Cadiz","H",1,0,2.33,2.96,3.91,0.977730369424996,0.0222696305750036,2.38307009055091,3.02741951417626,3.99905753392878,0.419626767993561,0.330314313994931,0.250058918011508
"38","SP1",2023-08-14,"AwayTeam","Alaves","H",1,0,2.33,2.96,3.91,0.977730369424996,0.0222696305750036,2.38307009055091,3.02741951417626,3.99905753392878,0.419626767993561,0.330314313994931,0.250058918011508
"39","SP2",2023-08-14,"HomeTeam","Mirandes","H",4,0,3.09,2.93,2.76,0.97348199572245,0.02651800427755,3.17417272592373,3.00981426762347,2.83518340567945,0.315042717062282,0.332246414922338,0.35271086801538
"40","SP2",2023-08-14,"AwayTeam","Alcorcon","H",4,0,3.09,2.93,2.76,0.97348199572245,0.02651800427755,3.17417272592373,3.00981426762347,2.83518340567945,0.315042717062282,0.332246414922338,0.35271086801538
"41","SP2",2023-08-14,"HomeTeam","Tenerife","H",1,0,2,3.02,5.04,0.971308964672248,0.0286910353277517,2.05907705245454,3.10920634920635,5.18887417218543,0.485654482336124,0.321625484990811,0.192720032673065
"42","SP2",2023-08-14,"AwayTeam","Oviedo","H",1,0,2,3.02,5.04,0.971308964672248,0.0286910353277517,2.05907705245454,3.10920634920635,5.18887417218543,0.485654482336124,0.321625484990811,0.192720032673065
"43","SP1",2023-08-18,"HomeTeam","Mallorca","A",0,1,2.82,3.19,2.82,0.977804347826087,0.0221956521739131,2.88401253918495,3.26241134751773,2.88401253918495,0.346739130434783,0.306521739130435,0.346739130434783
"44","SP1",2023-08-18,"AwayTeam","Villarreal","A",0,1,2.82,3.19,2.82,0.977804347826087,0.0221956521739131,2.88401253918495,3.26241134751773,2.88401253918495,0.346739130434783,0.306521739130435,0.346739130434783
"45","SP1",2023-08-18,"HomeTeam","Valencia","H",1,0,1.63,3.95,6.33,0.975953127282393,0.0240468727176071,1.67016217729518,4.04732552166623,6.48596722839171,0.598744249866499,0.24707674108415,0.154179009049351
"46","SP1",2023-08-18,"AwayTeam","Las Palmas","H",1,0,1.63,3.95,6.33,0.975953127282393,0.0240468727176071,1.67016217729518,4.04732552166623,6.48596722839171,0.598744249866499,0.24707674108415,0.154179009049351
"47","SP2",2023-08-18,"HomeTeam","Andorra","H",3,2,1.88,3.56,4.6,0.970680522625233,0.0293194773747668,1.93678553981436,3.66753006475486,4.73894334209897,0.516319426928316,0.272663068153155,0.211017504918529
"48","SP2",2023-08-18,"AwayTeam","Cartagena","H",3,2,1.88,3.56,4.6,0.970680522625233,0.0293194773747668,1.93678553981436,3.66753006475486,4.73894334209897,0.516319426928316,0.272663068153155,0.211017504918529
"49","SP2",2023-08-18,"HomeTeam","Zaragoza","H",1,0,2.06,3.22,4.3,0.972238659449436,0.0277613405505637,2.11882132023689,3.31194400541883,4.42278236748477,0.471960514295843,0.301937471878707,0.22610201382545
"50","SP2",2023-08-18,"AwayTeam","Valladolid","H",1,0,2.06,3.22,4.3,0.972238659449436,0.0277613405505637,2.11882132023689,3.31194400541883,4.42278236748477,0.471960514295843,0.301937471878707,0.22610201382545
"51","SP1",2023-08-19,"HomeTeam","Almeria","A",1,3,6.87,5.24,1.44,0.97007837236981,0.0299216276301902,7.08190203562341,5.40162542455119,1.48441614720491,0.141205003256159,0.185129460375918,0.673665536367923
"52","SP1",2023-08-19,"AwayTeam","Real Madrid","A",1,3,6.87,5.24,1.44,0.97007837236981,0.0299216276301902,7.08190203562341,5.40162542455119,1.48441614720491,0.141205003256159,0.185129460375918,0.673665536367923
"53","SP1",2023-08-19,"HomeTeam","Osasuna","A",0,2,2.96,3.01,2.85,0.9794885839817,0.0205114160182996,3.02198519554701,3.07303224276908,2.90968169165844,0.330908305399223,0.325411489694917,0.34368020490586
"54","SP1",2023-08-19,"AwayTeam","Ath Bilbao","A",0,2,2.96,3.01,2.85,0.9794885839817,0.0205114160182996,3.02198519554701,3.07303224276908,2.90968169165844,0.330908305399223,0.325411489694917,0.34368020490586
"55","SP1",2023-08-19,"HomeTeam","Sociedad","D",1,1,1.69,3.62,6.38,0.975896448609347,0.024103551390653,1.73174111086094,3.70940995344178,6.5375788682206,0.577453519887188,0.269584654311974,0.152961825800838
"56","SP1",2023-08-19,"AwayTeam","Celta","D",1,1,1.69,3.62,6.38,0.975896448609347,0.024103551390653,1.73174111086094,3.70940995344178,6.5375788682206,0.577453519887188,0.269584654311974,0.152961825800838
"57","SP2",2023-08-19,"HomeTeam","Alcorcon","A",0,2,2.71,2.85,3.26,0.974061379313013,0.0259386206869873,2.78216553654074,2.92589364543952,3.3468116786431,0.359432243288935,0.341775922565969,0.298791834145096
"58","SP2",2023-08-19,"AwayTeam","Leganes","A",0,2,2.71,2.85,3.26,0.974061379313013,0.0259386206869873,2.78216553654074,2.92589364543952,3.3468116786431,0.359432243288935,0.341775922565969,0.298791834145096
"59","SP2",2023-08-19,"HomeTeam","Eibar","H",2,1,2.33,3.02,3.75,0.973731599942433,0.0262684000575666,2.39285651214128,3.10147067238913,3.85116391439047,0.417910557915207,0.322427682100144,0.259661759984649
"60","SP2",2023-08-19,"AwayTeam","Elche","H",2,1,2.33,3.02,3.75,0.973731599942433,0.0262684000575666,2.39285651214128,3.10147067238913,3.85116391439047,0.417910557915207,0.322427682100144,0.259661759984649
"61","SP2",2023-08-19,"HomeTeam","Espanol","H",2,0,1.93,3.37,4.64,0.970508327410833,0.0294916725891672,1.98864857259797,3.47240709308558,4.78099967712674,0.502854055653281,0.287984666887487,0.209161277459231
"62","SP2",2023-08-19,"AwayTeam","Santander","H",2,0,1.93,3.37,4.64,0.970508327410833,0.0294916725891672,1.98864857259797,3.47240709308558,4.78099967712674,0.502854055653281,0.287984666887487,0.209161277459231
"63","SP2",2023-08-19,"HomeTeam","Levante","H",3,2,1.93,3.26,4.9,0.971850530218013,0.0281494697819865,1.98590209089771,3.35442529343344,5.04192758828952,0.503549497522287,0.298113659576078,0.198336842901635
"64","SP2",2023-08-19,"AwayTeam","Burgos","H",3,2,1.93,3.26,4.9,0.971850530218013,0.0281494697819865,1.98590209089771,3.35442529343344,5.04192758828952,0.503549497522287,0.298113659576078,0.198336842901635
"65","SP1",2023-08-20,"HomeTeam","Barcelona","H",2,0,1.26,6.32,12.21,0.967324996269214,0.0326750037307862,1.3025611918017,6.53348153348153,12.6224382157926,0.767718251007313,0.153057752574243,0.079223996418445
"66","SP1",2023-08-20,"AwayTeam","Cadiz","H",2,0,1.26,6.32,12.21,0.967324996269214,0.0326750037307862,1.3025611918017,6.53348153348153,12.6224382157926,0.767718251007313,0.153057752574243,0.079223996418445
"67","SP1",2023-08-20,"HomeTeam","Betis","D",0,0,3.86,3.53,2.08,0.977399868951961,0.0226001310480395,3.94925365003269,3.61162315663611,2.1280952311057,0.253212401282891,0.276883815567128,0.469903783149981
"68","SP1",2023-08-20,"AwayTeam","Ath Madrid","D",0,0,3.86,3.53,2.08,0.977399868951961,0.0226001310480395,3.94925365003269,3.61162315663611,2.1280952311057,0.253212401282891,0.276883815567128,0.469903783149981
"69","SP1",2023-08-20,"HomeTeam","Girona","H",3,0,1.98,3.21,4.84,0.977336967917803,0.0226630320821974,2.02591333899745,3.28443526170799,4.95223260643821,0.493604529251415,0.304466345145733,0.201929125602852
"70","SP1",2023-08-20,"AwayTeam","Getafe","H",3,0,1.98,3.21,4.84,0.977336967917803,0.0226630320821974,2.02591333899745,3.28443526170799,4.95223260643821,0.493604529251415,0.304466345145733,0.201929125602852
"71","SP2",2023-08-20,"HomeTeam","Albacete","D",2,2,1.66,3.65,6.48,0.97021137793505,0.0297886220649504,1.71096736005412,3.76206678566116,6.67895692358475,0.584464685503042,0.265811336420562,0.149723978076397
"72","SP2",2023-08-20,"AwayTeam","Amorebieta","D",2,2,1.66,3.65,6.48,0.97021137793505,0.0297886220649504,1.71096736005412,3.76206678566116,6.67895692358475,0.584464685503042,0.265811336420562,0.149723978076397
"73","SP2",2023-08-20,"HomeTeam","Oviedo","D",1,1,2.15,2.95,4.47,0.972939652361914,0.0270603476380857,2.20979789936678,3.03204828052651,4.59432400473,0.452530070866007,0.329810051648107,0.217659877485887
"74","SP2",2023-08-20,"AwayTeam","Ferrol","D",1,1,2.15,2.95,4.47,0.972939652361914,0.0270603476380857,2.20979789936678,3.03204828052651,4.59432400473,0.452530070866007,0.329810051648107,0.217659877485887
"75","SP2",2023-08-20,"HomeTeam","Sp Gijon","H",3,0,2,3.24,4.55,0.972363300573841,0.0276366994261593,2.05684439017772,3.33208791208791,4.67932098765432,0.48618165028692,0.300112129806741,0.213706219906339
"76","SP2",2023-08-20,"AwayTeam","Mirandes","H",3,0,2,3.24,4.55,0.972363300573841,0.0276366994261593,2.05684439017772,3.33208791208791,4.67932098765432,0.48618165028692,0.300112129806741,0.213706219906339
"77","SP1",2023-08-21,"HomeTeam","Alaves","H",4,3,3.4,3.08,2.48,0.978455603110495,0.0215443968895053,3.47486384583159,3.14781783681214,2.53460656990069,0.287781059738381,0.317680390620291,0.394538549641329
"78","SP1",2023-08-21,"AwayTeam","Sevilla","H",4,3,3.4,3.08,2.48,0.978455603110495,0.0215443968895053,3.47486384583159,3.14781783681214,2.53460656990069,0.287781059738381,0.317680390620291,0.394538549641329
"79","SP1",2023-08-21,"HomeTeam","Granada","A",0,2,2.94,3.15,2.74,0.977937843962447,0.0220621560375526,3.00632603406326,3.22106360792492,2.80181405895692,0.332631919715118,0.310456458400777,0.356911621884105
"80","SP1",2023-08-21,"AwayTeam","Vallecano","A",0,2,2.94,3.15,2.74,0.977937843962447,0.0220621560375526,3.00632603406326,3.22106360792492,2.80181405895692,0.332631919715118,0.310456458400777,0.356911621884105
"81","SP2",2023-08-21,"HomeTeam","Huesca","A",0,2,3.45,2.82,2.61,0.973134894629738,0.0268651053702618,3.54524333577892,2.89785107446277,2.68205365402405,0.282068085399924,0.345083295967992,0.372848618632084
"82","SP2",2023-08-21,"AwayTeam","Tenerife","A",0,2,3.45,2.82,2.61,0.973134894629738,0.0268651053702618,3.54524333577892,2.89785107446277,2.68205365402405,0.282068085399924,0.345083295967992,0.372848618632084
"83","SP2",2023-08-21,"HomeTeam","Villarreal B","H",3,1,2.36,3.15,3.49,0.973025701416522,0.0269742985834779,2.42542411424933,3.23732455927347,3.58675006725854,0.41229902602395,0.308897048068737,0.278803925907313
"84","SP2",2023-08-21,"AwayTeam","Eldense","H",3,1,2.36,3.15,3.49,0.973025701416522,0.0269742985834779,2.42542411424933,3.23732455927347,3.58675006725854,0.41229902602395,0.308897048068737,0.278803925907313
"85","SP1",2023-08-25,"HomeTeam","Celta","A",0,1,4.41,3.72,1.89,0.975919095776324,0.0240809042236763,4.51881720430108,3.81179138321995,1.93663594470046,0.221296847114813,0.262343842950625,0.516359309934563
"86","SP1",2023-08-25,"AwayTeam","Real Madrid","A",0,1,4.41,3.72,1.89,0.975919095776324,0.0240809042236763,4.51881720430108,3.81179138321995,1.93663594470046,0.221296847114813,0.262343842950625,0.516359309934563
"87","SP1",2023-08-25,"HomeTeam","Las Palmas","D",0,0,4.74,3.34,1.95,0.977333510618091,0.0226664893819093,4.84993090741594,3.41746186303148,1.99522474039263,0.206188504349808,0.29261482353835,0.501196672111841
"88","SP1",2023-08-25,"AwayTeam","Sociedad","D",0,0,4.74,3.34,1.95,0.977333510618091,0.0226664893819093,4.84993090741594,3.41746186303148,1.99522474039263,0.206188504349808,0.29261482353835,0.501196672111841
"89","SP2",2023-08-25,"HomeTeam","Cartagena","A",0,1,3.4,3.15,2.4,0.972531214528944,0.0274687854710557,3.49603174603175,3.23897058823529,2.46778711484594,0.286038592508513,0.308740068104427,0.40522133938706
"90","SP2",2023-08-25,"AwayTeam","Levante","A",0,1,3.4,3.15,2.4,0.972531214528944,0.0274687854710557,3.49603174603175,3.23897058823529,2.46778711484594,0.286038592508513,0.308740068104427,0.40522133938706
"91","SP1",2023-08-26,"HomeTeam","Cadiz","D",1,1,2.15,3.49,3.68,0.97714615322007,0.0228538467799296,2.20028497570699,3.57162537917088,3.76606916772173,0.454486582893056,0.279984571123229,0.265528845983715
"92","SP1",2023-08-26,"AwayTeam","Almeria","D",1,1,2.15,3.49,3.68,0.97714615322007,0.0228538467799296,2.20028497570699,3.57162537917088,3.76606916772173,0.454486582893056,0.279984571123229,0.265528845983715
"93","SP1",2023-08-26,"HomeTeam","Granada","H",3,2,2.81,3.01,3.03,0.982192069046132,0.0178079309538685,2.86094755654968,3.06457371715819,3.08493633321904,0.349534544144531,0.326309657490409,0.32415579836506
"94","SP1",2023-08-26,"AwayTeam","Mallorca","H",3,2,2.81,3.01,3.03,0.982192069046132,0.0178079309538685,2.86094755654968,3.06457371715819,3.08493633321904,0.349534544144531,0.326309657490409,0.32415579836506
"95","SP1",2023-08-26,"HomeTeam","Sevilla","A",1,2,1.98,3.6,4.17,0.977864629596731,0.0221353704032689,2.02482014388489,3.6814911706998,4.26439393939394,0.493871025048854,0.27162906377687,0.234499911174276
"96","SP1",2023-08-26,"AwayTeam","Girona","A",1,2,1.98,3.6,4.17,0.977864629596731,0.0221353704032689,2.02482014388489,3.6814911706998,4.26439393939394,0.493871025048854,0.27162906377687,0.234499911174276
"97","SP2",2023-08-26,"HomeTeam","Burgos","H",1,0,2.42,2.84,3.81,0.972949088558116,0.027050911441884,2.48728327973088,2.91896054315525,3.9159294610639,0.402045077916577,0.342587707238773,0.25536721484465
"98","SP2",2023-08-26,"AwayTeam","Oviedo","H",1,0,2.42,2.84,3.81,0.972949088558116,0.027050911441884,2.48728327973088,2.91896054315525,3.9159294610639,0.402045077916577,0.342587707238773,0.25536721484465
"99","SP2",2023-08-26,"HomeTeam","Elche","H",1,0,1.6,4.12,6.2,0.971809016549363,0.0281909834506372,1.64641403069214,4.23951612903226,6.37985436893204,0.607380635343352,0.235875974890622,0.156743389766026
"100","SP2",2023-08-26,"AwayTeam","Villarreal B","H",1,0,1.6,4.12,6.2,0.971809016549363,0.0281909834506372,1.64641403069214,4.23951612903226,6.37985436893204,0.607380635343352,0.235875974890622,0.156743389766026
"101","SP2",2023-08-26,"HomeTeam","Tenerife","A",0,1,2.3,2.87,4.09,0.973033881995077,0.0269661180049231,2.36374091648706,2.94953757839906,4.20334797757915,0.423058209563077,0.3390361958171,0.237905594619823
"102","SP2",2023-08-26,"AwayTeam","Zaragoza","A",0,1,2.3,2.87,4.09,0.973033881995077,0.0269661180049231,2.36374091648706,2.94953757839906,4.20334797757915,0.423058209563077,0.3390361958171,0.237905594619823
"103","SP2",2023-08-26,"HomeTeam","Valladolid","A",0,2,2.11,3.19,4.16,0.97295393500099,0.0270460649990099,2.16865354473113,3.27867526430915,4.27563921615237,0.461115609005209,0.30500123354263,0.233883157452161
"104","SP2",2023-08-26,"AwayTeam","Alcorcon","A",0,2,2.11,3.19,4.16,0.97295393500099,0.0270460649990099,2.16865354473113,3.27867526430915,4.27563921615237,0.461115609005209,0.30500123354263,0.233883157452161
"105","SP1",2023-08-27,"HomeTeam","Ath Bilbao","H",4,2,2,3.43,4.3,0.976463967691747,0.0235360323082525,2.04820665807851,3.51267441860465,4.4036443148688,0.488231983845874,0.284683372504883,0.227084643649244
"106","SP1",2023-08-27,"AwayTeam","Betis","H",4,2,2,3.43,4.3,0.976463967691747,0.0235360323082525,2.04820665807851,3.51267441860465,4.4036443148688,0.488231983845874,0.284683372504883,0.227084643649244
"107","SP1",2023-08-27,"HomeTeam","Valencia","A",1,2,1.76,3.52,5.51,0.967341645885287,0.0326583541147133,1.81941923774955,3.63883847549909,5.69602272727273,0.549625935162095,0.274812967581047,0.175561097256858
"108","SP1",2023-08-27,"AwayTeam","Osasuna","A",1,2,1.76,3.52,5.51,0.967341645885287,0.0326583541147133,1.81941923774955,3.63883847549909,5.69602272727273,0.549625935162095,0.274812967581047,0.175561097256858
"109","SP1",2023-08-27,"HomeTeam","Villarreal","A",3,4,3.57,3.75,2.1,0.977546549835707,0.0224534501642935,3.652,3.83613445378151,2.14823529411765,0.273822562979189,0.260679079956188,0.465498357064622
"110","SP1",2023-08-27,"AwayTeam","Barcelona","A",3,4,3.57,3.75,2.1,0.977546549835707,0.0224534501642935,3.652,3.83613445378151,2.14823529411765,0.273822562979189,0.260679079956188,0.465498357064622
"111","SP2",2023-08-27,"HomeTeam","Amorebieta","H",3,0,3.18,3.02,2.62,0.973453318683359,0.0265466813166406,3.2667205904656,3.10235729031639,2.69144903994335,0.306117395812377,0.322335535987867,0.371547068199755
"112","SP2",2023-08-27,"AwayTeam","Andorra","H",3,0,3.18,3.02,2.62,0.973453318683359,0.0265466813166406,3.2667205904656,3.10235729031639,2.69144903994335,0.306117395812377,0.322335535987867,0.371547068199755
"113","SP2",2023-08-27,"HomeTeam","Ferrol","H",2,0,2.3,2.97,3.9,0.972863716038563,0.0271362839614373,2.36415436415436,3.05284280936455,4.00878348704436,0.422984224364593,0.327563540753725,0.249452234881683
"114","SP2",2023-08-27,"AwayTeam","Sp Gijon","H",2,0,2.3,2.97,3.9,0.972863716038563,0.0271362839614373,2.36415436415436,3.05284280936455,4.00878348704436,0.422984224364593,0.327563540753725,0.249452234881683
"115","SP2",2023-08-27,"HomeTeam","Leganes","H",2,0,2.76,2.88,3.15,0.973708525829483,0.0262914741705167,2.83452380952381,2.95776397515528,3.23505434782609,0.352792944141117,0.338093238135237,0.309113817723645
"116","SP2",2023-08-27,"AwayTeam","Albacete","H",2,0,2.76,2.88,3.15,0.973708525829483,0.0262914741705167,2.83452380952381,2.95776397515528,3.23505434782609,0.352792944141117,0.338093238135237,0.309113817723645
"117","SP2",2023-08-27,"HomeTeam","Mirandes","A",0,1,3.54,3.12,2.35,0.972260805070461,0.0277391949295395,3.64099836333879,3.20901550667147,2.41704693611473,0.274649944935158,0.311622052907199,0.413728002157643
"118","SP2",2023-08-27,"AwayTeam","Espanol","A",0,1,3.54,3.12,2.35,0.972260805070461,0.0277391949295395,3.64099836333879,3.20901550667147,2.41704693611473,0.274649944935158,0.311622052907199,0.413728002157643
"119","SP1",2023-08-28,"HomeTeam","Getafe","H",1,0,2.62,2.71,3.68,0.978069520037732,0.0219304799622678,2.67874618963581,2.77076418851643,3.76251373200755,0.373308977113638,0.360911262006543,0.265779760879819
"120","SP1",2023-08-28,"AwayTeam","Alaves","H",1,0,2.62,2.71,3.68,0.978069520037732,0.0219304799622678,2.67874618963581,2.77076418851643,3.76251373200755,0.373308977113638,0.360911262006543,0.265779760879819
"121","SP1",2023-08-28,"HomeTeam","Vallecano","A",0,7,4.05,3.38,2.08,0.977000624498171,0.0229993755018288,4.14534023668639,3.45956790123457,2.1289648622982,0.241234722098314,0.289053439200642,0.469711838701044
"122","SP1",2023-08-28,"AwayTeam","Ath Madrid","A",0,7,4.05,3.38,2.08,0.977000624498171,0.0229993755018288,4.14534023668639,3.45956790123457,2.1289648622982,0.241234722098314,0.289053439200642,0.469711838701044
"123","SP2",2023-08-28,"HomeTeam","Eldense","H",2,1,2.99,2.84,2.94,0.973997300228622,0.0260026997713777,3.06982370412954,2.91581917047756,3.01848885957888,0.325751605427633,0.342956795855149,0.331291598717219
"124","SP2",2023-08-28,"AwayTeam","Eibar","H",2,1,2.99,2.84,2.94,0.973997300228622,0.0260026997713777,3.06982370412954,2.91581917047756,3.01848885957888,0.325751605427633,0.342956795855149,0.331291598717219
"125","SP2",2023-08-28,"HomeTeam","Santander","D",0,0,2.06,3.22,4.31,0.972748962232052,0.0272510377679482,2.11770978945396,3.31020656409794,4.43074232647892,0.472208234093229,0.302095951003743,0.225695814903028
"126","SP2",2023-08-28,"AwayTeam","Huesca","D",0,0,2.06,3.22,4.31,0.972748962232052,0.0272510377679482,2.11770978945396,3.31020656409794,4.43074232647892,0.472208234093229,0.302095951003743,0.225695814903028
"127","SP1",2023-09-01,"HomeTeam","Almeria","A",2,3,2.95,3.38,2.58,0.97805447411643,0.0219455258835696,3.01619191780194,3.45584023124425,2.6378898806539,0.331543889530993,0.28936522902853,0.379090881440477
"128","SP1",2023-09-01,"AwayTeam","Celta","A",2,3,2.95,3.38,2.58,0.97805447411643,0.0219455258835696,3.01619191780194,3.45584023124425,2.6378898806539,0.331543889530993,0.28936522902853,0.379090881440477
"129","SP1",2023-09-01,"HomeTeam","Cadiz","H",3,1,3.27,3.66,2.25,0.977059726349476,0.0229402736505241,3.34677595628415,3.74593272171254,2.30282749285607,0.298795023348464,0.266956209385103,0.434248767266434
"130","SP1",2023-09-01,"AwayTeam","Villarreal","H",3,1,3.27,3.66,2.25,0.977059726349476,0.0229402736505241,3.34677595628415,3.74593272171254,2.30282749285607,0.298795023348464,0.266956209385103,0.434248767266434
"131","SP2",2023-09-01,"HomeTeam","Albacete","H",2,0,2.15,3.32,3.81,0.972017284577196,0.0279827154228037,2.21189482338804,3.41557712262711,3.9196833847016,0.452101062594045,0.2927762905353,0.255122646870655
"132","SP2",2023-09-01,"AwayTeam","Valladolid","H",2,0,2.15,3.32,3.81,0.972017284577196,0.0279827154228037,2.21189482338804,3.41557712262711,3.9196833847016,0.452101062594045,0.2927762905353,0.255122646870655
"133","SP2",2023-09-01,"HomeTeam","Alcorcon","D",1,1,2.28,2.95,3.99,0.972567651311712,0.0274323486882876,2.34430992736077,3.03320802005013,4.10254237288136,0.426564759347242,0.329683949597191,0.243751291055567
"134","SP2",2023-09-01,"AwayTeam","Ferrol","D",1,1,2.28,2.95,3.99,0.972567651311712,0.0274323486882876,2.34430992736077,3.03320802005013,4.10254237288136,0.426564759347242,0.329683949597191,0.243751291055567
"135","SP1",2023-09-02,"HomeTeam","Alaves","H",1,0,3.33,2.98,2.59,0.978501197351739,0.0214988026482605,3.40316395014382,3.04547404547405,2.6469052945563,0.293844203408931,0.328356106493872,0.377799690097197
"136","SP1",2023-09-02,"AwayTeam","Valencia","H",1,0,3.33,2.98,2.59,0.978501197351739,0.0214988026482605,3.40316395014382,3.04547404547405,2.6469052945563,0.293844203408931,0.328356106493872,0.377799690097197
"137","SP1",2023-09-02,"HomeTeam","Betis","H",1,0,2.09,3.35,4.07,0.977826218246329,0.0221737817536708,2.13739411052844,3.42596663649295,4.16229379418696,0.467859434567622,0.291888423357113,0.240252142075265
"138","SP1",2023-09-02,"AwayTeam","Vallecano","H",1,0,2.09,3.35,4.07,0.977826218246329,0.0221737817536708,2.13739411052844,3.42596663649295,4.16229379418696,0.467859434567622,0.291888423357113,0.240252142075265
"139","SP1",2023-09-02,"HomeTeam","Real Madrid","H",2,1,1.37,4.91,10.26,0.969876713580056,0.0301232864199439,1.41255066836587,5.06249911071271,10.5786641295137,0.707939206992742,0.197530898896142,0.0945298941111166
"140","SP1",2023-09-02,"AwayTeam","Getafe","H",2,1,1.37,4.91,10.26,0.969876713580056,0.0301232864199439,1.41255066836587,5.06249911071271,10.5786641295137,0.707939206992742,0.197530898896142,0.0945298941111166
"141","SP1",2023-09-02,"HomeTeam","Sociedad","H",5,3,1.47,4.54,7.92,0.973900392460339,0.0260996075396607,1.50939460686157,4.66166769738198,8.1322484941113,0.662517273782544,0.214515504947211,0.122967221270245
"142","SP1",2023-09-02,"AwayTeam","Granada","H",5,3,1.47,4.54,7.92,0.973900392460339,0.0260996075396607,1.50939460686157,4.66166769738198,8.1322484941113,0.662517273782544,0.214515504947211,0.122967221270245
"143","SP2",2023-09-02,"HomeTeam","Elche","D",1,1,1.92,3.51,4.46,0.970921988564783,0.0290780114352167,1.97750182055115,3.61512051569507,4.59357193732194,0.505688535710825,0.276615951158058,0.217695513131117
"144","SP2",2023-09-02,"AwayTeam","Santander","D",1,1,1.92,3.51,4.46,0.970921988564783,0.0290780114352167,1.97750182055115,3.61512051569507,4.59357193732194,0.505688535710825,0.276615951158058,0.217695513131117
"145","SP2",2023-09-02,"HomeTeam","Levante","D",1,1,1.96,3.14,4.96,0.970602090911403,0.0293979090885967,2.01936511197863,3.23510533245556,5.11023007929286,0.495205148424185,0.309108946150128,0.195685905425686
