"","Div","Date","HomeTeam","AwayTeam","FTR","FTHG","FTAG","PSCH","PSCD","PSCA"
"127","SP1",2023-11-12,"Sevilla","Betis","D",1,1,2.24,3.46,3.42
"128","SP1",2023-11-12,"Ath Madrid","Villarreal","H",3,1,1.34,5.81,8.91
"129","SP1",2023-11-24,"Alaves","Granada","H",3,1,1.74,3.67,5.45
"130","SP1",2023-11-25,"Vallecano","Barcelona","D",1,1,5,4.25,1.68
"131","SP1",2023-11-25,"Valencia","Celta","D",0,0,2.3,3.32,3.44
"132","SP1",2023-11-25,"Getafe","Almeria","H",2,1,1.78,3.68,5.06
"133","SP1",2023-11-25,"Ath Madrid","Mallorca","H",1,0,1.36,5.1,9.85
"134","SP1",2023-11-26,"Villarreal","Osasuna","H",3,1,2.2,3.46,3.52
"135","SP1",2023-11-26,"Sociedad","Sevilla","H",2,1,1.63,3.95,6.09
"136","SP1",2023-11-26,"Cadiz","Real Madrid","A",0,3,6.9,4.7,1.48
"137","SP1",2023-11-26,"Betis","Las Palmas","H",1,0,1.72,3.74,5.55
"138","SP1",2023-11-27,"Girona","Ath Bilbao","D",1,1,2.27,3.66,3.17
"139","SP1",2023-11-29,"Mallorca","Cadiz","D",1,1,1.87,3.33,5.15
"140","SP2",2023-08-11,"Amorebieta","Levante","D",1,1,3.19,3.13,2.54
"141","SP2",2023-08-11,"Valladolid","Sp Gijon","H",2,0,1.94,3.4,4.55
"142","SP2",2023-08-12,"Santander","Eibar","H",4,0,3.28,2.9,2.65
"143","SP2",2023-08-12,"Zaragoza","Villarreal B","H",2,0,1.95,3.24,4.82
"144","SP2",2023-08-12,"Elche","Ferrol","A",0,1,1.72,3.67,5.65
"145","SP2",2023-08-13,"Burgos","Huesca","D",1,1,2.25,2.95,4.08
"146","SP2",2023-08-13,"Albacete","Espanol","D",1,1,2.37,3.24,3.36
"147","SP2",2023-08-13,"Cartagena","Eldense","A",0,1,2.22,3.15,3.83
"148","SP2",2023-08-13,"Leganes","Andorra","A",0,1,2.51,2.92,3.49
"149","SP2",2023-08-14,"Mirandes","Alcorcon","H",4,0,3.09,2.93,2.76
"150","SP2",2023-08-14,"Tenerife","Oviedo","H",1,0,2,3.02,5.04
"151","SP2",2023-08-18,"Andorra","Cartagena","H",3,2,1.88,3.56,4.6
"152","SP2",2023-08-18,"Zaragoza","Valladolid","H",1,0,2.06,3.22,4.3
"153","SP2",2023-08-19,"Eibar","Elche","H",2,1,2.33,3.02,3.75
"154","SP2",2023-08-19,"Espanol","Santander","H",2,0,1.93,3.37,4.64
"155","SP2",2023-08-19,"Levante","Burgos","H",3,2,1.93,3.26,4.9
"156","SP2",2023-08-19,"Alcorcon","Leganes","A",0,2,2.71,2.85,3.26
"157","SP2",2023-08-20,"Oviedo","Ferrol","D",1,1,2.15,2.95,4.47
"158","SP2",2023-08-20,"Sp Gijon","Mirandes","H",3,0,2,3.24,4.55
"159","SP2",2023-08-20,"Albacete","Amorebieta","D",2,2,1.66,3.65,6.48
"160","SP2",2023-08-21,"Villarreal B","Eldense","H",3,1,2.36,3.15,3.49
"161","SP2",2023-08-21,"Huesca","Tenerife","A",0,2,3.45,2.82,2.61
"162","SP2",2023-08-25,"Cartagena","Levante","A",0,1,3.4,3.15,2.4
"163","SP2",2023-08-26,"Burgos","Oviedo","H",1,0,2.42,2.84,3.81
"164","SP2",2023-08-26,"Tenerife","Zaragoza","A",0,1,2.3,2.87,4.09
"165","SP2",2023-08-26,"Elche","Villarreal B","H",1,0,1.6,4.12,6.2
"166","SP2",2023-08-26,"Valladolid","Alcorcon","A",0,2,2.11,3.19,4.16
"167","SP2",2023-08-27,"Ferrol","Sp Gijon","H",2,0,2.3,2.97,3.9
"168","SP2",2023-08-27,"Amorebieta","Andorra","H",3,0,3.18,3.02,2.62
"169","SP2",2023-08-27,"Mirandes","Espanol","A",0,1,3.54,3.12,2.35
"170","SP2",2023-08-27,"Leganes","Albacete","H",2,0,2.76,2.88,3.15
"171","SP2",2023-08-28,"Eldense","Eibar","H",2,1,2.99,2.84,2.94
"172","SP2",2023-08-28,"Santander","Huesca","D",0,0,2.06,3.22,4.31
"173","SP2",2023-09-01,"Alcorcon","Ferrol","D",1,1,2.28,2.95,3.99
"174","SP2",2023-09-01,"Albacete","Valladolid","H",2,0,2.15,3.32,3.81
"175","SP2",2023-09-02,"Sp Gijon","Burgos","H",2,1,2.39,3.02,3.6
"176","SP2",2023-09-02,"Levante","Oviedo","D",1,1,1.96,3.14,4.96
"177","SP2",2023-09-02,"Elche","Santander","D",1,1,1.92,3.51,4.46
"178","SP2",2023-09-02,"Villarreal B","Cartagena","A",1,2,2.11,3.47,3.75
"179","SP2",2023-09-03,"Andorra","Tenerife","A",0,1,2.24,3.03,3.98
"180","SP2",2023-09-03,"Eibar","Leganes","A",0,1,1.87,3.34,5.14
"181","SP2",2023-09-03,"Espanol","Amorebieta","H",3,2,1.54,3.99,7.65
"182","SP2",2023-09-03,"Zaragoza","Eldense","H",2,0,1.83,3.28,5.59
"183","SP2",2023-09-03,"Huesca","Mirandes","D",1,1,2.1,3.15,4.25
"184","SP2",2023-09-08,"Levante","Espanol","A",1,4,2.55,3.27,2.97
"185","SP2",2023-09-09,"Burgos","Eibar","H",1,0,3.36,3.01,2.51
"186","SP2",2023-09-09,"Oviedo","Sp Gijon","D",0,0,2.53,2.88,3.51
"187","SP2",2023-09-09,"Leganes","Huesca","H",2,0,2.04,3.12,4.58
"188","SP2",2023-09-09,"Tenerife","Albacete","H",2,0,2.14,3.18,4.07
"189","SP2",2023-09-10,"Ferrol","Villarreal B","D",2,2,1.88,3.53,4.63
"190","SP2",2023-09-10,"Santander","Amorebieta","H",1,0,1.8,3.47,5.36
"191","SP2",2023-09-10,"Cartagena","Zaragoza","A",1,3,3.1,2.96,2.7
"192","SP2",2023-09-10,"Mirandes","Andorra","H",4,3,2.88,3.12,2.79
"193","SP2",2023-09-10,"Valladolid","Elche","D",1,1,2.42,3.22,3.29
"194","SP2",2023-09-11,"Eldense","Alcorcon","D",2,2,2.45,3.01,3.49
"195","SP2",2023-09-15,"Zaragoza","Santander","D",1,1,2.1,3.1,4.37
"196","SP2",2023-09-16,"Huesca","Villarreal B","D",2,2,1.9,3.39,4.8
"197","SP2",2023-09-16,"Alcorcon","Levante","A",0,2,2.46,2.96,3.53
"198","SP2",2023-09-16,"Valladolid","Cartagena","H",1,0,1.78,3.71,5.02
"199","SP2",2023-09-16,"Albacete","Burgos","H",2,1,1.78,3.45,5.59
"200","SP2",2023-09-17,"Amorebieta","Mirandes","H",2,0,2.48,3.17,3.24
"201","SP2",2023-09-17,"Eibar","Ferrol","H",2,0,1.97,3.24,4.7
"202","SP2",2023-09-17,"Elche","Leganes","H",1,0,1.88,3.31,5.07
"203","SP2",2023-09-17,"Espanol","Eldense","D",3,3,1.56,4.04,6.99
"204","SP2",2023-09-17,"Sp Gijon","Tenerife","H",2,1,2.62,2.82,3.44
"205","SP2",2023-09-18,"Andorra","Oviedo","H",1,0,2.27,3.02,3.89
"206","SP2",2023-09-22,"Cartagena","Eibar","A",1,2,3.51,3.08,2.39
"207","SP2",2023-09-23,"Andorra","Sp Gijon","D",0,0,2.31,3.04,3.75
"208","SP2",2023-09-23,"Levante","Eldense","H",2,0,1.75,3.61,5.47
"209","SP2",2023-09-23,"Burgos","Elche","H",4,0,3.02,3.05,2.71
"210","SP2",2023-09-23,"Alcorcon","Huesca","A",0,2,2.31,2.91,3.98
"211","SP2",2023-09-23,"Santander","Albacete","H",2,1,2.66,3,3.15
"212","SP2",2023-09-24,"Villarreal B","Amorebieta","H",3,1,2.33,3.35,3.34
"213","SP2",2023-09-24,"Oviedo","Valladolid","A",0,1,2.51,2.92,3.48
"214","SP2",2023-09-24,"Mirandes","Leganes","A",1,3,2.29,2.99,3.89
"215","SP2",2023-09-25,"Ferrol","Zaragoza","H",1,0,2.26,3.06,3.85
"216","SP2",2023-09-25,"Tenerife","Espanol","H",1,0,2.73,2.99,3.06
"217","SP2",2023-09-29,"Leganes","Santander","H",2,1,2.27,2.99,3.94
"218","SP2",2023-09-30,"Eibar","Tenerife","H",3,0,1.81,3.35,5.59
"219","SP2",2023-09-30,"Elche","Levante","D",0,0,2.3,3.32,3.42
"220","SP2",2023-09-30,"Albacete","Andorra","H",3,1,1.93,3.44,4.55
"221","SP2",2023-09-30,"Villarreal B","Alcorcon","D",2,2,2.59,3.22,3.02
"222","SP2",2023-10-01,"Eldense","Oviedo","A",1,3,2.95,2.85,2.96
"223","SP2",2023-10-01,"Amorebieta","Cartagena","D",0,0,2.72,3.09,2.98
"224","SP2",2023-10-01,"Valladolid","Burgos","H",3,0,1.87,3.43,4.95
"225","SP2",2023-10-01,"Zaragoza","Mirandes","A",0,1,1.88,3.38,4.97
"226","SP2",2023-10-01,"Huesca","Sp Gijon","A",0,1,2.83,2.82,3.14
"227","SP2",2023-10-02,"Espanol","Ferrol","H",3,0,1.54,4.19,7.04
"228","SP2",2023-10-03,"Alcorcon","Albacete","A",1,2,3.14,3.04,2.63
"229","SP2",2023-10-03,"Levante","Villarreal B","D",1,1,1.66,4.17,5.31
"230","SP2",2023-10-03,"Tenerife","Santander","H",2,0,1.96,3.23,4.79
"231","SP2",2023-10-04,"Eldense","Valladolid","A",0,1,3.61,3.32,2.23
"232","SP2",2023-10-04,"Oviedo","Huesca","H",1,0,1.85,3.15,5.82
"233","SP2",2023-10-04,"Burgos","Leganes","H",1,0,2.29,2.9,4.04
"234","SP2",2023-10-04,"Sp Gijon","Elche","H",2,0,2.39,3.09,3.5
"235","SP2",2023-10-05,"Andorra","Zaragoza","A",0,1,2.57,3.05,3.23
"236","SP2",2023-10-05,"Mirandes","Eibar","A",1,3,4.05,3.17,2.15
"237","SP2",2023-10-05,"Cartagena","Espanol","A",0,2,3.73,3.45,2.13
"238","SP2",2023-10-05,"Ferrol","Amorebieta","H",1,0,1.71,3.58,5.95
"239","SP2",2023-10-06,"Albacete","Levante","A",0,2,2.06,3.34,4.09
"240","SP2",2023-10-07,"Huesca","Eldense","A",0,1,2.12,3.07,4.34
"241","SP2",2023-10-07,"Santander","Sp Gijon","H",3,2,2.82,2.96,2.99
"242","SP2",2023-10-07,"Leganes","Oviedo","D",0,0,2.51,2.78,3.72
"243","SP2",2023-10-08,"Amorebieta","Eibar","A",1,2,4.77,3.2,1.97
"244","SP2",2023-10-08,"Valladolid","Mirandes","H",3,2,1.61,3.89,6.57
"245","SP2",2023-10-08,"Ferrol","Cartagena","D",1,1,1.89,3.32,4.98
"246","SP2",2023-10-08,"Tenerife","Burgos","H",2,1,1.83,3.21,5.81
"247","SP2",2023-10-08,"Zaragoza","Alcorcon","A",0,2,1.96,3.21,4.83
"248","SP2",2023-10-09,"Elche","Andorra","H",2,1,1.86,3.52,4.78
"249","SP2",2023-10-09,"Villarreal B","Espanol","H",3,1,4.5,3.8,1.83
"250","SP2",2023-10-13,"Oviedo","Albacete","H",3,0,2.56,2.91,3.4
"251","SP2",2023-10-14,"Mirandes","Tenerife","D",1,1,3.33,3.04,2.51
"252","SP2",2023-10-14,"Cartagena","Santander","A",2,3,2.39,3.1,3.48
"253","SP2",2023-10-14,"Sp Gijon","Zaragoza","D",2,2,1.99,3.31,4.49
"254","SP2",2023-10-14,"Espanol","Valladolid","H",2,0,1.86,3.61,4.65
"255","SP2",2023-10-15,"Burgos","Villarreal B","H",3,2,1.88,3.41,4.82
"256","SP2",2023-10-15,"Andorra","Alcorcon","H",2,0,2.25,3.03,3.95
"257","SP2",2023-10-15,"Eldense","Elche","D",1,1,3.5,3.18,2.34
"258","SP2",2023-10-15,"Eibar","Huesca","D",1,1,1.59,3.7,7.53
"259","SP2",2023-10-15,"Leganes","Amorebieta","H",6,0,1.74,3.63,5.58
"260","SP2",2023-10-16,"Levante","Ferrol","H",1,0,2.05,3.31,4.2
"261","SP2",2023-10-20,"Espanol","Leganes","A",0,1,1.76,3.67,5.3
"262","SP2",2023-10-21,"Amorebieta","Oviedo","D",0,0,3.78,2.93,2.37
"263","SP2",2023-10-21,"Villarreal B","Mirandes","A",0,3,2.02,3.51,4.02
"264","SP2",2023-10-21,"Tenerife","Levante","D",0,0,2.25,3.16,3.75
"265","SP2",2023-10-21,"Zaragoza","Eibar","A",2,3,3.07,2.8,2.91
"266","SP2",2023-10-22,"Ferrol","Eldense","D",1,1,1.97,3.29,4.58
"267","SP2",2023-10-22,"Huesca","Elche","A",0,1,3.14,3.01,2.65
"268","SP2",2023-10-22,"Albacete","Sp Gijon","A",1,3,2.19,3.1,4.02
"269","SP2",2023-10-22,"Santander","Burgos","H",3,0,2.1,3.31,3.99
"270","SP2",2023-10-22,"Valladolid","Andorra","H",2,0,1.7,3.73,5.68
"271","SP2",2023-10-23,"Alcorcon","Cartagena","D",1,1,2.15,3.21,3.97
"272","SP2",2023-10-27,"Eibar","Valladolid","H",5,1,2.06,3.1,4.53
"273","SP2",2023-10-28,"Eldense","Amorebieta","H",2,0,1.76,3.77,5.11
"274","SP2",2023-10-28,"Andorra","Levante","H",2,0,2.39,3.13,3.44
"275","SP2",2023-10-28,"Sp Gijon","Espanol","H",2,0,2.53,3.2,3.13
"276","SP2",2023-10-28,"Elche","Tenerife","H",2,1,2.05,3.2,4.37
"277","SP2",2023-10-29,"Mirandes","Cartagena","H",2,1,2.26,3.24,3.61
"278","SP2",2023-10-29,"Huesca","Albacete","D",0,0,3.3,2.79,2.73
"279","SP2",2023-10-29,"Leganes","Villarreal B","H",1,0,1.8,3.67,4.96
"280","SP2",2023-10-29,"Oviedo","Alcorcon","H",2,0,1.83,3.3,5.59
"281","SP2",2023-10-29,"Santander","Ferrol","A",1,3,2.18,3.19,3.92
"282","SP2",2023-10-30,"Burgos","Zaragoza","D",1,1,2.44,2.84,3.76
"283","SP2",2023-11-03,"Espanol","Eibar","D",2,2,2.51,3.27,3.09
"284","SP2",2023-11-04,"Villarreal B","Sp Gijon","A",0,3,3.18,3.37,2.4
"285","SP2",2023-11-04,"Levante","Mirandes","D",2,2,1.9,3.53,4.52
"286","SP2",2023-11-04,"Valladolid","Tenerife","H",2,0,2.26,3.03,3.91
"287","SP2",2023-11-04,"Albacete","Elche","D",1,1,2.16,3.3,3.82
"288","SP2",2023-11-05,"Ferrol","Andorra","H",1,0,2.23,3.15,3.83
"289","SP2",2023-11-05,"Amorebieta","Huesca","A",0,1,2.92,2.94,2.9
"290","SP2",2023-11-05,"Alcorcon","Santander","H",3,1,2.63,3.22,2.97
"291","SP2",2023-11-05,"Cartagena","Leganes","A",0,3,2.98,3.03,2.76
"292","SP2",2023-11-05,"Eldense","Burgos","H",2,0,2.27,3.04,3.87
"293","SP2",2023-11-06,"Zaragoza","Oviedo","D",0,0,2.79,2.8,3.21
"294","SP2",2023-11-10,"Leganes","Levante","H",2,1,1.9,3.23,5.17
"295","SP2",2023-11-11,"Santander","Valladolid","A",2,3,2.66,3.13,3.01
"296","SP2",2023-11-11,"Elche","Zaragoza","H",2,0,2.07,3.26,4.19
"297","SP2",2023-11-11,"Mirandes","Ferrol","A",1,2,2.48,3.04,3.39
"298","SP2",2023-11-11,"Sp Gijon","Amorebieta","D",1,1,1.42,4.48,9.52
"299","SP2",2023-11-12,"Burgos","Alcorcon","H",4,2,2.03,3.18,4.52
"300","SP2",2023-11-12,"Andorra","Eldense","A",1,3,1.9,3.47,4.64
"301","SP2",2023-11-12,"Huesca","Espanol","D",1,1,3.57,3.05,2.38
"302","SP2",2023-11-12,"Tenerife","Villarreal B","A",0,1,1.74,3.53,5.82
"303","SP2",2023-11-12,"Eibar","Albacete","D",1,1,1.79,3.55,5.34
"304","SP2",2023-11-13,"Oviedo","Cartagena","D",1,1,1.85,3.25,5.5
"305","SP2",2023-11-17,"Valladolid","Leganes","D",1,1,2.19,2.99,4.22
"306","SP2",2023-11-18,"Alcorcon","Sp Gijon","D",0,0,3.34,3.07,2.48
"307","SP2",2023-11-18,"Amorebieta","Tenerife","H",2,0,2.92,2.88,2.96
"308","SP2",2023-11-18,"Zaragoza","Huesca","A",0,2,2.14,3.03,4.34
"309","SP2",2023-11-18,"Espanol","Elche","H",2,0,1.86,3.58,4.71
"310","SP2",2023-11-19,"Ferrol","Burgos","D",1,1,2.1,3.11,4.33
"311","SP2",2023-11-19,"Eldense","Mirandes","D",2,2,2.23,3.26,3.66
"312","SP2",2023-11-19,"Oviedo","Eibar","H",2,1,2.76,2.87,3.1
"313","SP2",2023-11-19,"Cartagena","Albacete","D",1,1,3.69,3.23,2.24
